cancer_code,fusion_family,gene_5prime,gene_5prime_ensembl_id,gene_5prime_kind,gene_5prime_family,gene_3prime,gene_3prime_ensembl_id,gene_3prime_kind,gene_3prime_family,frequency,is_defining,pathognomonic,rnaseq_detectable,mechanism,confidence,pmid,notes
MM,FGFR3-IGH,IGH,,immunoglobulin_locus,Ig locus,FGFR3,ENSG00000068078,gene,RTK,~15%,true,true,surrogate,ig_enhancer_hijack,high,PMID:12139740,co-deregulated with NSD2 in t(4;14); FGFR3 overexpression
MM,MAF-IGH,IGH,,immunoglobulin_locus,Ig locus,MAF,ENSG00000178573,gene,bZIP(MAF),~5%,true,true,surrogate,ig_enhancer_hijack,high,PMID:9616139,t(14;16)(q32;q23); c-MAF overexpression; high-risk
MM,CCND3-IGH,IGH,,immunoglobulin_locus,Ig locus,CCND3,ENSG00000112576,gene,cyclin,rare,true,true,surrogate,ig_enhancer_hijack,medium,PMID:42418658,t(6;14)(p21;q32); cyclin D3 overexpression
MM,MAFB-IGH,IGH,,immunoglobulin_locus,Ig locus,MAFB,ENSG00000204103,gene,bZIP(MAF),rare,true,true,surrogate,ig_enhancer_hijack,medium,PMID:15257707,t(14;20)(q32;q12); MAFB overexpression; high-risk
CLL,(none),,,none,,,,none,,,false,false,no,other,high,,"CLL: del13q14, trisomy 12, del11q(ATM), del17p(TP53), IGHV mutation status; not fusion-driven"
MDS,(none),,,none,,,,none,,,false,false,no,other,high,,"MDS: del5q/-7/del20q, SF3B1/TET2/ASXL1/TP53 mutations; not fusion-driven (rare exceptions)"
MPN,(none),,,none,,,,none,,,false,false,no,other,high,,"MPN (PV/ET/PMF): JAK2 V617F, CALR, or MPL driver mutations; not fusion-driven"
CTCL,(none),,,none,,,,none,,,false,false,no,other,high,,"cutaneous T-cell lymphoma (MF/Sezary): complex CNAs, no defining recurrent fusion"
HCL,(none),,,none,,,,none,,,false,false,no,other,high,,hairy cell leukemia: BRAF V600E point mutation; not a fusion
NUTM,BRD4-NUTM1,BRD4,ENSG00000141867,gene,BET,NUTM1,ENSG00000184507,gene,NUT,~70%,true,true,yes,fusion_transcript,high,PMID:12543779,NUT carcinoma; t(15;19); most common partner; BET-inhibitor target
NUTM,BRD3-NUTM1,BRD3,ENSG00000169925,gene,BET,NUTM1,ENSG00000184507,gene,NUT,~15%,true,true,yes,fusion_transcript,high,PMID:34672128,second most common NUT carcinoma fusion
NUTM,NSD3-NUTM1,NSD3,ENSG00000147548,gene,KMT/HMTase,NUTM1,ENSG00000184507,gene,NUT,~10%,true,true,yes,fusion_transcript,high,PMID:35325484,NSD3=WHSC1L1; NUT carcinoma variant
NUTM,ZNF532-NUTM1,ZNF532,ENSG00000074657,gene,,NUTM1,ENSG00000184507,gene,NUT,rare,true,true,yes,fusion_transcript,medium,PMID:34232599,rare NUT carcinoma partner
ADCC,MYB-NFIB,MYB,ENSG00000118513,gene,MYB,NFIB,ENSG00000147862,gene,NFI,~60%,true,true,yes,fusion_transcript,high,PMID:19841262,adenoid cystic carcinoma; t(6;9)(q22-23;p23-24)
ADCC,MYBL1-NFIB,MYBL1,ENSG00000185697,gene,MYB,NFIB,ENSG00000147862,gene,NFI,subset,true,true,yes,fusion_transcript,high,PMID:26851182,MYBL1-NFIB alternative in MYB-negative ACC; same MYB-pathway activation
ACINIC,HTN3-MSANTD3,HTN3,ENSG00000205649,gene,,MSANTD3,ENSG00000066697,gene,,subset,true,true,yes,fusion_transcript,medium,PMID:30520817,acinic cell carcinoma (salivary) recurrent fusion; t(4;11)
ACINIC,(none),,,none,,,,none,,,false,false,surrogate,enhancer_hijack,medium,PMID:30664630,secretory acinic / mammary analogue overlap; many acinic cell carcinomas show NR4A3 enhancer hijack overexpression rather than a clean chimera
THCA,CCDC6-RET,CCDC6,ENSG00000108091,gene,,RET,ENSG00000165731,gene,RTK,subset,false,false,yes,fusion_transcript,high,PMID:39212716,papillary thyroid carcinoma RET/PTC1; CCDC6=H4; RET-inhibitor target; radiation-associated
THCA,NCOA4-RET,NCOA4,ENSG00000266412,gene,NR coactivator,RET,ENSG00000165731,gene,RTK,subset,false,false,yes,fusion_transcript,high,PMID:39212716,RET/PTC3; NCOA4=ELE1/ARA70; common in radiation-induced PTC
THCA,PAX8-PPARG,PAX8,ENSG00000125618,gene,PAX,PPARG,ENSG00000132170,gene,nuclear receptor,subset,false,false,yes,fusion_transcript,high,PMID:25069464,follicular thyroid carcinoma (and follicular-variant PTC); t(2;3)(q13;p25)
THCA,ETV6-NTRK3,ETV6,ENSG00000139083,gene,ETS,NTRK3,ENSG00000140538,gene,RTK,minority,false,false,yes,fusion_transcript,medium,PMID:29046324,NTRK-rearranged PTC; TRK-inhibitor target
THCA,STRN-ALK,STRN,ENSG00000115808,gene,,ALK,ENSG00000171094,gene,RTK,rare,false,false,surrogate,fusion_transcript,medium,PMID:29046324,ALK-rearranged thyroid carcinoma subset
THCA,(none),,,none,,,,none,,,false,false,no,other,high,,"most PTC driven by BRAF V600E point mutation, not a fusion; fusions enrich in young/radiation cases"
LUAD,EML4-ALK,EML4,ENSG00000143924,gene,,ALK,ENSG00000171094,gene,RTK,~4-5%,false,false,yes,fusion_transcript,high,PMID:17625570,NSCLC; inv(2)(p21p23); ALK-TKI responsive; variant 1/3 common; intronic breakpoints
LUAD,CD74-ROS1,CD74,ENSG00000019582,gene,,ROS1,ENSG00000047936,gene,RTK,~1-2%,false,false,yes,fusion_transcript,high,PMID:23877438,ROS1-rearranged NSCLC; crizotinib/entrectinib target
LUAD,EZR-ROS1,EZR,ENSG00000092820,gene,,ROS1,ENSG00000047936,gene,RTK,minority,false,false,yes,fusion_transcript,medium,PMID:25230898,ROS1 partner in NSCLC
LUAD,SLC34A2-ROS1,SLC34A2,ENSG00000157765,gene,SLC,ROS1,ENSG00000047936,gene,RTK,minority,false,false,yes,fusion_transcript,medium,PMID:28860822,ROS1 partner in NSCLC
LUAD,KIF5B-RET,KIF5B,ENSG00000170759,gene,,RET,ENSG00000165731,gene,RTK,~1-2%,false,false,yes,fusion_transcript,high,PMID:22327623,RET-rearranged NSCLC; selpercatinib/pralsetinib target
LUAD,CCDC6-RET,CCDC6,ENSG00000108091,gene,,RET,ENSG00000165731,gene,RTK,minority,false,false,yes,fusion_transcript,medium,PMID:22327623,RET partner in NSCLC
LUAD,CD74-NRG1,CD74,ENSG00000019582,gene,,NRG1,ENSG00000157168,gene,growth factor,rare,false,false,yes,fusion_transcript,medium,PMID:24469108,NRG1-rearranged (often invasive mucinous adenocarcinoma); HER3 pathway; zenocutuzumab target
LUAD,SLC3A2-NRG1,SLC3A2,ENSG00000168003,gene,SLC,NRG1,ENSG00000157168,gene,growth factor,rare,false,false,yes,fusion_transcript,low,PMID:34743207,NRG1 partner
LUAD,NTRK,,,none,,NTRK1,ENSG00000198400,gene,RTK,rare,false,false,yes,fusion_transcript,medium,PMID:24162815,"NTRK1/3-rearranged NSCLC (rare); multiple 5' partners (e.g. MPRIP, TPM3, SQSTM1); TRK-inhibitor target"
PRAD,TMPRSS2-ERG,TMPRSS2,ENSG00000184012,gene,,ERG,ENSG00000157554,gene,ETS,~50%,false,false,surrogate,promoter_swap,high,PMID:16254181,prostate cancer; androgen-driven TMPRSS2 promoter drives ERG; intrachromosomal del 21q22; ERG IHC surrogate
PRAD,SLC45A3-ERG,SLC45A3,ENSG00000158715,gene,SLC,ERG,ENSG00000157554,gene,ETS,minority,false,false,surrogate,promoter_swap,medium,PMID:20118910,androgen-regulated SLC45A3 (prostein) promoter drives ERG
PRAD,TMPRSS2-ETV1,TMPRSS2,ENSG00000184012,gene,,ETV1,ENSG00000006468,gene,ETS,minority,false,false,surrogate,promoter_swap,medium,PMID:16254181,ETV1 alternative ETS partner; ETV1 has additional 5' partners
PRAD,TMPRSS2-ETV4,TMPRSS2,ENSG00000184012,gene,,ETV4,ENSG00000175832,gene,ETS,rare,false,false,surrogate,promoter_swap,medium,PMID:16585160,rarer ETS fusion
PRAD,TMPRSS2-ETV5,TMPRSS2,ENSG00000184012,gene,,ETV5,ENSG00000244405,gene,ETS,rare,false,false,surrogate,promoter_swap,low,PMID:18172298,rarest ETS fusion
GBM,FGFR3-TACC3,FGFR3,ENSG00000068078,gene,RTK,TACC3,ENSG00000013810,gene,TACC,~3%,false,false,yes,fusion_transcript,high,PMID:22837387,glioblastoma; tandem dup 4p16; FGFR-inhibitor target; tandem-dup can be missed by some callers
GBM,(none),,,none,,,,none,,,false,false,no,other,high,,"most GBM driven by EGFR amp/EGFRvIII, +7/-10, CDKN2A loss, TERT promoter; not a defining fusion"
LGG,KIAA1549-BRAF,KIAA1549,ENSG00000122778,gene,,BRAF,ENSG00000157764,gene,,~70%,true,true,yes,fusion_transcript,high,PMID:26083571,pilocytic astrocytoma; tandem dup 7q34; MAPK activation; MEK-inhibitor sensitive
LGG,FGFR3-TACC3,FGFR3,ENSG00000068078,gene,RTK,TACC3,ENSG00000013810,gene,TACC,subset,false,false,yes,fusion_transcript,medium,PMID:28976058,subset of diffuse gliomas; FGFR target
LGG,(none),,,none,,,,none,,,false,false,no,other,high,,diffuse adult LGG driven by IDH1/2 mutation +/- 1p19q codeletion or ATRX/TP53; not fusion-defined
ASTB,MN1-BEND2,MN1,ENSG00000169184,gene,,BEND2,ENSG00000177324,gene,,defining,true,true,yes,fusion_transcript,high,PMID:36366964,MN1::BEND2 fusion-defined astroblastoma / high-grade neuroepithelial tumor; BEND2 expression surrogate available
CHOL,FGFR2-BICC1,FGFR2,ENSG00000066468,gene,RTK,BICC1,ENSG00000122870,gene,,subset,false,false,yes,fusion_transcript,high,PMID:31807010,intrahepatic cholangiocarcinoma; FGFR2 fusions (~10-15% iCCA); FGFR-inhibitor (pemigatinib) target; promiscuous 3' partners
CHOL,FGFR2-AHCYL1,FGFR2,ENSG00000066468,gene,RTK,AHCYL1,ENSG00000168710,gene,,subset,false,false,yes,fusion_transcript,medium,PMID:24122810,recurrent FGFR2 3' partner in iCCA
MTC,(none),,,none,,,,none,,,false,false,no,other,high,,medullary thyroid carcinoma: RET germline/somatic POINT mutations (M918T etc.) or RAS; NOT a fusion
NEC_MERKEL,(none),,,none,,,,none,,,false,false,no,other,high,,Merkel cell carcinoma: MCPyV clonal integration (virus-positive) or UV-mutation (virus-negative); not a chromosomal fusion
SCLC,(none),,,none,,,,none,,,false,false,no,other,high,,"small cell lung cancer: near-universal TP53 + RB1 loss, MYC family amp; no recurrent fusion"
NET_PANCREAS,(none),,,none,,,,none,,,false,false,no,other,high,,"pancreatic neuroendocrine tumor: MEN1, DAXX/ATRX, mTOR-pathway mutations; not fusion-driven"
NET_MIDGUT,(none),,,none,,,,none,,,false,false,no,other,high,,"midgut/small-bowel NET: CDKN1B mutation, chr18 LOH; not fusion-driven"
LIHC,DNAJB1-PRKACA,DNAJB1,ENSG00000132002,gene,,PRKACA,ENSG00000072062,gene,non-RTK kinase,~100% of FLC,true,true,yes,fusion_transcript,high,PMID:24578576,"fibrolamellar HCC subtype; ~400kb deletion chr19 fuses DNAJB1 to PRKACA; defining for FLC (young, non-cirrhotic)"
LIHC,(none),,,none,,,,none,,,false,false,no,other,high,,"conventional HCC: TERT promoter, CTNNB1, TP53; not fusion-driven"
BRCA,ETV6-NTRK3,ETV6,ENSG00000139083,gene,ETS,NTRK3,ENSG00000140538,gene,RTK,~100% of secretory,true,false,yes,fusion_transcript,high,PMID:12450792,secretory carcinoma of breast (MASC analogue); t(12;15); rare subtype but defining; TRK-inhibitor target
BRCA,(none),,,none,,,,none,,,false,false,no,other,high,,common breast cancer (luminal/HER2/basal): driven by ER/HER2/CN events; no defining fusion (secretory carcinoma excepted)
SARC_RMS_ARMS,PAX-FOXO/alt,PAX3,ENSG00000135903,gene,PAX,NCOA1,ENSG00000084676,gene,NR coactivator,rare,true,true,yes,fusion_transcript,low,PMID:19953635,PAX3 alternative 3' partner (NCOA1); fusion-positive ARMS variant
SARC_RMS_ARMS,PAX-FOXO/alt,PAX3,ENSG00000135903,gene,PAX,NCOA2,ENSG00000140396,gene,NR coactivator,rare,true,true,yes,fusion_transcript,low,PMID:19953635,PAX3 alternative 3' partner (NCOA2)
SARC_RMS_SSRMS,FET-TFCP2,EWSR1,ENSG00000182944,gene,FET,TFCP2,ENSG00000135457,gene,CP2 TF,subset,true,true,yes,fusion_transcript,medium,PMID:32556562,"sclerosing/spindle-cell RMS, often intraosseous; FET-TFCP2"
SARC_RMS_SSRMS,FET-TFCP2,FUS,ENSG00000089280,gene,FET,TFCP2,ENSG00000135457,gene,CP2 TF,minority,true,true,yes,fusion_transcript,low,PMID:32556562,FUS alternative to EWSR1 in spindle/sclerosing RMS
SARC_RMS_SSRMS,NCOA2-fusion,SRF,ENSG00000112658,gene,MADS-box TF,NCOA2,ENSG00000140396,gene,NR coactivator,rare,true,true,yes,fusion_transcript,low,PMID:23463663,infantile spindle cell RMS variant (SRF-NCOA2)
SARC_CIC,CIC-DUX4,CIC,ENSG00000079432,gene,HMG-box (capicua),DUX4,ENSG00000260596,gene,homeobox,~95%,true,true,surrogate,fusion_transcript,medium,PMID:16717057,CIC-rearranged sarcoma; t(4;19)/t(10;19); DUX4 D4Z4 macrosatellite is hard to call by RNA-seq -> ETV4/PEA3 + WT1 overexpression surrogate
SARC_CIC,CIC-FOXO4,CIC,ENSG00000079432,gene,HMG-box (capicua),FOXO4,ENSG00000184481,gene,FOX,minority,true,true,yes,fusion_transcript,low,PMID:25007147,t(X;19) variant
SARC_CIC,CIC-NUTM1,CIC,ENSG00000079432,gene,HMG-box (capicua),NUTM1,ENSG00000184507,gene,NUT,rare,true,true,yes,fusion_transcript,low,PMID:38851744,rare CIC 3' partner
SARC_BCOR,BCOR-CCNB3,BCOR,ENSG00000183337,gene,PRC2/Polycomb,CCNB3,ENSG00000147082,gene,cyclin,majority,true,true,yes,fusion_transcript,medium,PMID:22387997,"BCOR-rearranged sarcoma; Xp11 paracentric inversion (cryptic by FISH, RNA-seq detectable)"
SARC_BCOR,ZC3H7B-BCOR,ZC3H7B,ENSG00000100403,gene,,BCOR,ENSG00000183337,gene,PRC2/Polycomb,minority,true,false,yes,fusion_transcript,low,PMID:26752546,also occurs in high-grade endometrial stromal sarcoma (not entity-specific)
SARC_BCOR,BCOR-MAML3,BCOR,ENSG00000183337,gene,PRC2/Polycomb,MAML3,ENSG00000196782,gene,Mastermind,rare,true,true,yes,fusion_transcript,low,PMID:26752546,variant BCOR fusion
SARC_BCOR,(none-ITD),,,none,,,,none,,subset,true,false,no,other,medium,PMID:32372022,"infantile primitive myxoid mesenchymal tumor / undifferentiated round cell: BCOR internal tandem duplication (ITD), not a fusion"
SARC_MYOEP,EWSR1-POU5F1,EWSR1,ENSG00000182944,gene,FET,POU5F1,ENSG00000204531,gene,POU-homeobox,subset,true,true,yes,fusion_transcript,medium,PMID:20815032,soft-tissue myoepithelial carcinoma; POU5F1=OCT4 pluripotency factor
SARC_MYOEP,FUS-POU5F1,FUS,ENSG00000089280,gene,FET,POU5F1,ENSG00000204531,gene,POU-homeobox,minority,true,true,yes,fusion_transcript,low,PMID:25066216,FET-family alternative (FUS)
SARC_MYOEP,EWSR1-PBX1,EWSR1,ENSG00000182944,gene,FET,PBX1,ENSG00000185630,gene,homeobox(TALE),subset,true,true,yes,fusion_transcript,low,PMID:18383210,myoepithelioma EWSR1 partner
SARC_MYOEP,EWSR1-ZNF444,EWSR1,ENSG00000182944,gene,FET,ZNF444,ENSG00000167685,gene,,rare,true,true,yes,fusion_transcript,low,PMID:19760602,rare myoepithelial partner
SARC_SMARCA4,(none),,,none,,,,none,,,false,false,no,other,high,,"SMARCA4/BRG1 deficiency (deletion/truncating mutation), not a fusion"
ALCL,ALK_rearrangement,NPM1,ENSG00000181163,gene,nucleophosmin,ALK,ENSG00000171094,gene,RTK,~majority of ALK+ ALCL,true,false,yes,fusion_transcript,high,PMID:8122112,ALK+ ALCL; t(2;5)(p23;q35); NPM1-ALK most common ALK partner (also TPM3/ATIC/TFG); ALK-inhibitor target. ALK- ALCL is DUSP22/TP63-rearranged.
