cancer_code,source_status,reference_code,source_project,source_cohort,accession,source_url,assay,source_scope,estimated_samples,processing_plan,gene_id_plan,normalization_plan,notes
SARC_MPLPS,source_needed,SARC_LPS,literature,CREYTENS_2021_MPLPS_NON_RNA,DOI:10.1038/s41379-021-00862-2,https://doi.org/10.1038/s41379-021-00862-2,FISH; shallow whole-genome sequencing; DNA methylation,12 molecularly characterized MPLPS tumors; no RNA expression matrix,12,Audit controlled-access sarcoma cohorts and public GEO/SRA metadata for pathology-confirmed MPLPS before reuse,prefer Ensembl IDs else unique symbol rescue,TPM and TPM_clean,The principal 12-case study is not an RNA dataset; no clearly labeled public RNA expression cohort was verified as of 2026-07-16
SARC_PEC,source_needed,SARC,,,,,unknown,PEComa primary tumors,,Find public RNA-seq with PEComa labels and reusable matrix,prefer Ensembl IDs else unique symbol rescue,TPM and TPM_clean,Currently falls back to SARC parent only
SARC_SFT,source_needed,SARC,,,,,unknown,solitary fibrous tumor primary tumors,,Find public RNA-seq with SFT labels and reusable matrix,prefer Ensembl IDs else unique symbol rescue,TPM and TPM_clean,Currently falls back to SARC parent only
SARC_WDLPS,direct_reference_available,SARC_WDLPS,Treehouse/GDC,TREEHOUSE_POLYA_25_01_TCGA_SARC_HISTOLOGY,TCGA-SARC,https://portal.gdc.cancer.gov/projects/TCGA-SARC,bulk RNA-seq,TCGA-SARC well-differentiated liposarcoma samples in Treehouse 25.01 PolyA,5,Route Treehouse liposarcoma samples by GDC primary_diagnosis == Liposarcoma well differentiated,HUGO symbols harmonized to Ensembl112,TPM and TPM_clean,Implemented as registry-native Treehouse/GDC histology overlay in oncoref#296
SARC_CIC,bulk_candidate_ready,SARC,Treehouse,TREEHOUSE_POLYA_25_01,Treehouse-Tumor-Compendium-25.01-PolyA,https://public.gi.ucsc.edu/~ekephart/public-data/#tumor_25.01_polya,bulk RNA-seq,CIC-rearranged sarcoma samples in Treehouse 25.01 PolyA,5,Filter Treehouse 25.01 PolyA by CIC-rearranged histology then aggregate clean_tpm_v4 per gene,HUGO symbols harmonized to Ensembl112,TPM and TPM_clean,Registry-declared Treehouse atom not yet built (small n)
SARC_BCOR,bulk_candidate_ready,SARC,Treehouse,TREEHOUSE_POLYA_25_01,Treehouse-Tumor-Compendium-25.01-PolyA,https://public.gi.ucsc.edu/~ekephart/public-data/#tumor_25.01_polya,bulk RNA-seq,BCOR-rearranged sarcoma samples in Treehouse 25.01 PolyA,2,Filter Treehouse 25.01 PolyA by BCOR-rearranged histology then aggregate clean_tpm_v4 per gene,HUGO symbols harmonized to Ensembl112,TPM and TPM_clean,Registry-declared Treehouse atom not yet built (n=2 too small for a stable summary)
SARC_MYOEP,bulk_candidate_ready,SARC,Treehouse,TREEHOUSE_POLYA_25_01,Treehouse-Tumor-Compendium-25.01-PolyA,https://public.gi.ucsc.edu/~ekephart/public-data/#tumor_25.01_polya,bulk RNA-seq,Soft-tissue myoepithelial carcinoma samples in Treehouse 25.01 PolyA,5,Filter Treehouse 25.01 PolyA by myoepithelial histology then aggregate clean_tpm_v4 per gene,HUGO symbols harmonized to Ensembl112,TPM and TPM_clean,Registry-declared Treehouse atom not yet built (small n)
THYMCA,parent_sample_split_ready,THYM,TCGA,TCGA_THYM,TCGA-THYM,https://portal.gdc.cancer.gov/projects/TCGA-THYM,bulk RNA-seq,Thymic-carcinoma subset of TCGA-THYM (minority of n~120; rest are thymoma),,Split TCGA-THYM STAR-count TPM by WHO histology (carcinoma vs thymoma),GENCODE IDs harmonized to Ensembl112,TPM and TPM_clean,Distinct from thymoma; build from TCGA-THYM histology labels
CESC_HPVneg,parent_sample_split_ready,CESC,TCGA,TCGA_CESC,TCGA-CESC,https://portal.gdc.cancer.gov/projects/TCGA-CESC,bulk RNA-seq,HPV-negative subset of TCGA-CESC (small minority; gastric-type/clear-cell),,Split TCGA-CESC by HPV-status calls then aggregate per gene,GENCODE IDs harmonized to Ensembl112,TPM and TPM_clean,HPV-independent cervical; needs HPV-status calls to isolate
PMBCL,source_needed,DLBC,GEO,GSE134511_PMBL,GSE134511,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE134511,microarray (DASL beadchip),95 PMBL tumors (Mottok 2019; array not bulk RNA-seq),95,Array-only public cohort; a bulk-RNA-seq PMBCL source is still needed,probe-to-Ensembl112 mapping,TPM-proxy,No public bulk RNA-seq PMBCL cohort verified; Lymph3Cx classifier is NanoString
ATC,source_needed,THCA,literature,LITERATURE_CURATED,,,WES/panel only,Anaplastic thyroid genomics is WES/panel (Pozdeyev PMID:29615459 n=196; landscape DOI:10.1016/j.celrep.2024.113826),,No public ATC bulk RNA-seq cohort located; clinical reference (TMB/ICI) curated,,,No public bulk RNA-seq for anaplastic thyroid verified
SARC_SMARCA4,bulk_candidate_ready,SARC,Treehouse,TREEHOUSE_POLYA_25_01,Treehouse-Tumor-Compendium-25.01-PolyA,https://public.gi.ucsc.edu/~ekephart/public-data/#tumor_25.01_polya,bulk RNA-seq,SMARCA4-deficient thoracic sarcoma samples in Treehouse 25.01 PolyA,13,Filter Treehouse 25.01 PolyA by SMARCA4-deficient thoracic histology then aggregate clean_tpm_v4 per gene,HUGO symbols harmonized to Ensembl112,TPM and TPM_clean,Registry-declared Treehouse atom not yet built
SARC_EWSR1_NONETS,source_needed,SARC,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology and fusion-confirmed EWSR1-non-ETS round cell sarcoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent SARC data is not exact entity evidence
SARC_CHON_PERIOSTEAL,source_needed,SARC_CHON,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed periosteal chondrosarcoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent chondrosarcoma data is not exact entity evidence
SARC_CHON_CLEAR_CELL,source_needed,SARC_CHON,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed clear cell chondrosarcoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent chondrosarcoma data is not exact entity evidence
SARC_CHON_MESENCHYMAL,source_needed,SARC_CHON,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology and fusion-confirmed mesenchymal chondrosarcoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent chondrosarcoma data is not exact entity evidence
SARC_CHON_DEDIFF,source_needed,SARC_CHON,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed dedifferentiated chondrosarcoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent chondrosarcoma data is not exact entity evidence
SARC_OS_LOW_GRADE_CENTRAL,source_needed,SARC_OS,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed low-grade central osteosarcoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent osteosarcoma data is not exact entity evidence
SARC_OS_CONVENTIONAL,source_needed,SARC_OS,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed conventional osteosarcoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent osteosarcoma data is not exact entity evidence
SARC_OS_PAROSTEAL,source_needed,SARC_OS,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed parosteal osteosarcoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent osteosarcoma data is not exact entity evidence
SARC_OS_PERIOSTEAL,source_needed,SARC_OS,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed periosteal osteosarcoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent osteosarcoma data is not exact entity evidence
SARC_OS_HIGH_GRADE_SURFACE,source_needed,SARC_OS,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed high-grade surface osteosarcoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent osteosarcoma data is not exact entity evidence
SARC_OS_SECONDARY,source_needed,SARC_OS,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed secondary osteosarcoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent osteosarcoma data is not exact entity evidence
SARC_OS_EXTRASKELETAL,source_needed,SARC_OS,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed extraskeletal osteosarcoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent osteosarcoma data is not exact entity evidence
SARC_CHOR_CONVENTIONAL,source_needed,SARC_CHOR,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed conventional chordoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent chordoma data is not exact entity evidence
SARC_CHOR_DEDIFF,source_needed,SARC_CHOR,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed dedifferentiated chordoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent chordoma data is not exact entity evidence
SARC_CHOR_POORLY_DIFF,source_needed,SARC_CHOR,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology and SMARCB1-confirmed poorly differentiated chordoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent chordoma data is not exact entity evidence
SARC_SEF,source_needed,SARC,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology and fusion-confirmed sclerosing epithelioid fibrosarcoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent SARC data is not exact entity evidence
SARC_NTRK_SPINDLE,source_needed,SARC,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology and NTRK-rearrangement-confirmed spindle cell neoplasm,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent SARC data is not exact entity evidence
SARC_INTIMAL,source_needed,SARC,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed intimal sarcoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent SARC data is not exact entity evidence
SARC_ECTOMES,source_needed,SARC,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed ectomesenchymoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent SARC data is not exact entity evidence
SARC_ILMS,source_needed,SARC,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed inflammatory leiomyosarcoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent SARC data is not exact entity evidence
SARC_AFS,source_needed,SARC,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed adult fibrosarcoma NOS,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent SARC data is not exact entity evidence
SARC_ICMT,source_needed,SARC,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology and molecularly confirmed intracranial mesenchymal tumour,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent SARC data is not exact entity evidence
SARC_TGCT_MALIGNANT,source_needed,SARC,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed malignant tenosynovial giant cell tumour,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent SARC data is not exact entity evidence
SARC_GCT_MALIGNANT,source_needed,SARC,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed malignant granular cell tumour,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent SARC data is not exact entity evidence
SARC_PERINEURIOMA_MALIGNANT,source_needed,SARC,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed malignant perineurioma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent SARC data is not exact entity evidence
SARC_GLOMUS_MALIGNANT,source_needed,SARC,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed malignant glomus tumour,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent SARC data is not exact entity evidence
SARC_PMT_MALIGNANT,source_needed,SARC,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed malignant phosphaturic mesenchymal tumour,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent SARC data is not exact entity evidence
SARC_OFMT_MALIGNANT,source_needed,SARC,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed malignant ossifying fibromyxoid tumour,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent SARC data is not exact entity evidence
SARC_MIFS,source_needed,SARC,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed myxoinflammatory fibroblastic sarcoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent SARC data is not exact entity evidence
SARC_SCD34FT,source_needed,SARC,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed superficial CD34-positive fibroblastic tumour,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent SARC data is not exact entity evidence
SARC_MYOFIBROBLASTIC,source_needed,SARC,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed low-grade myofibroblastic sarcoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent SARC data is not exact entity evidence
SARC_EIMS,source_needed,SARC_IMT,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology and ALK-rearrangement-confirmed epithelioid inflammatory myofibroblastic sarcoma,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent IMT data is not exact entity evidence
SARC_FIBROSARCOMA_BONE,source_needed,SARC,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed fibrosarcoma of bone,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent SARC data is not exact entity evidence
SARC_ADAMANTINOMA,source_needed,SARC,literature,LITERATURE_CURATED,,,bulk RNA-seq,Pathology-confirmed adamantinoma of long bones,,Locate a reusable cohort and aggregate per gene,Map source identifiers to Ensembl112,TPM and TPM_clean,Parent SARC data is not exact entity evidence
